,locus_tag,old_locus_tag,OctoberProduct,SAdLSApdb,SAdLSApreTMS,SAdLSApreTMS2,SAdLSApdbDescription,pfamID,pfamPreTMS,pfamPreTMS2,pfamDescription,hhblitsID,hhblitsProb,hhblitsDescription
WP_010938691.1,DVU_RS06580,DVU1396,hypothetical,6S7X_B,0.7486,0.4164,"Activity-regulated cytoskeleton associated protein 1; Capsid Retrotransposon Trafficking Exapted, NEUROPEPTIDE; HET: MSE; 1.7A {Drosophila melanogaster}",PF14893.7,0.7095,0.2247,PNMA ; PNMA,6FOS_F,14.02,"Similar to chlorophyll a/b-binding protein; membrane protein, photosynthetic complex, reaction; HET: SF4, CLA, BCR, PQN; 4.0A {Cyanidioschyzon merolae (strain 10D)}"
WP_014524445.1,DVU_RS06620,DVU1405,hypothetical,5NJ8_C,0.3190,0.2321,"Aryl hydrocarbon receptor, Aryl hydrocarbon; basic helix loop helix PAS; HET: ER3; 3.3A {Homo sapiens}",PF15146.7,0.3127,0.1623,FANCAA ; Fanconi anemia-associated,6ONP_A,51.49,"periplasmic binding protein XoxJ; perisplasmic binding protein, solute-binding protein; 2.27A {Methylobacterium extorquens (strain ATCC 14718 / DSM 1338 / JCM 2805 / NCIMB 9133 / AM1)}"
WP_014524444.1,DVU_RS06635,DVU1408,hypothetical,5X62_B,0.5386,0.2021,"Carnosine N-methyltransferase (E.C.2.1.1.22); methyltransferase, SAM, Rossmann fold, TRANSFERASE; HET: SAH; 2.204A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}",PF00891.19,0.4829,0.3036,Methyltransf_2 ; O-methyltransferase domain,3JC8_Oa,88.46,"PilA, Type IV-A pilus assembly; motor, pilus, ring, membrane channel; HET: MEA;{Myxococcus xanthus DK 1622}"
WP_010938702.1,DVU_RS06640,DVU1409,hypothetical,6S7O_E,0.5118,0.1780,"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (E.C.2.4.99.18); N-glycosylation, Oligosaccharyltransferase, OSTA, TRANSFERASE; HET: MAN, EGY, KZE, KZB, BMA, NAG; 3.5A {Homo sapiens}",PF06720.12,0.5142,0.5788,Phi-29_GP16_7 ; Bacteriophage phi-29 early protein GP16.7,5ZFR_C,96.67,"Type IV pilus biogenesis ATPase; extension motor, TRANSPORT PROTEIN; HET: PO4; 3.1A {Geobacter sulfurreducens PCA}"
WP_010938714.1,DVU_RS06690,DVU1421,hypothetical,4NBQ_B,0.4468,0.1379,"Polyribonucleotide nucleotidyltransferase (E.C.2.7.7.8); Phosphorylase, TRANSFERASE; HET: MSE, SO4; 2.9138A {Coxiella burnetii}",PF10039.10,0.4568,0.3312,DUF2275 ; Predicted integral membrane protein (DUF2275),5D0O_E,57.39,"Outer membrane protein assembly factor; E.coli, Bacterial outer membrane beta; 2.9A {Escherichia coli}"
WP_010938727.1,DVU_RS06750,DVU1434,hypothetical,3BY7_B,0.6948,0.8224,"uncharacterized protein; METAGENOMICS, STRUCTURAL GENOMICS, JOINT CENTER; HET: MSE; 2.6A {uncultured marine organism}",PF16243.6,0.5659,0.7796,Sm_like ; Sm_like domain,3BY7_A,99.76,"uncharacterized protein; METAGENOMICS, STRUCTURAL GENOMICS, JOINT CENTER; HET: MSE; 2.6A {uncultured marine organism}"
WP_010938748.1,DVU_RS06845,DVU1455,hypothetical,4ILO_B,0.9418,0.9066,"CT398; hypothetical protein, DNA/RNA binding, coiled-coil; 2.12A {Chlamydia trachomatis}",PF00529.21,0.6682,0.4901,HlyD ; HlyD membrane-fusion protein of T1SS,5Y06_A,100.00,"msmeg_4306; coiled coil helix, zinc ribbon; 2.606A {Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)}"
WP_010938751.1,DVU_RS06865,DVU1458,protein phosphatase CheZ,1KMI_Z,0.6810,0.7806,"Chemotaxis protein cheY, Chemotaxis protein; four-helix bundle, SIGNALING PROTEIN; HET: BCN; 2.9A {Escherichia coli} SCOP: h.4.11.1",PF04344.14,0.6616,0.7996,"CheZ ; Chemotaxis phosphatase, CheZ",1KMI_Z,100.00,"Chemotaxis protein cheY, Chemotaxis protein; four-helix bundle, SIGNALING PROTEIN; HET: BCN; 2.9A {Escherichia coli} SCOP: h.4.11.1"
WP_010938753.1,DVU_RS06875,DVU1460,hypothetical,4LVL_A,0.6738,0.4313,"Plasmid recombination enzyme; Protein-DNA complex, Pfam Family: Mob_Pre; 2.2A {Streptococcus agalactiae}",PF05643.12,0.5769,0.4080,DUF799 ; Putative bacterial lipoprotein (DUF799),6JYU_A,31.97,"Glucose-6-phosphate 1-dehydrogenase (E.C.1.1.1.49); G6PD deficiency, Hemolytic anemia, Oxidative; HET: NAP; 1.89A {Homo sapiens}"
WP_014524440.1,DVU_RS06940,NULL,hypothetical,2AIN_A,0.5782,0.5330,"Afadin/6-mer peptide from Breakpoint cluster; AF-6 PDZ domain-Bcr complex, CELL; NMR {Homo sapiens}",PF12480.9,0.5601,0.6220,DUF3699 ; Protein of unknown function (DUF3699),3P7X_C,47.25,"Probable thiol peroxidase (E.C.1.11.1.-); THIOREDOXIN FOLD, OXIDOREDUCTASE, PEROXIDASE; HET: SO4, PG4; 1.96A {Staphylococcus aureus}"
WP_164928126.1,DVU_RS06950,NULL,hypothetical,3HK0_A,0.4765,0.3460,"Growth factor receptor-bound protein 10; Grb10, RA, PH, Ras-associating, pleckstrin-homology; 2.6A {Homo sapiens}",PF08416.14,0.4801,0.5365,PTB ; Phosphotyrosine-binding domain,4LG3_C,56.48,"Uncharacterized protein; DUF487, PF16175 family, Structural Genomics; HET: EDO, SO4; 2.4A {Desulfovibrio piger}"
WP_010938771.1,DVU_RS06955,DVU1478,hypothetical,6GKY_A,0.7218,0.6296,"Coclaurine N-methyltransferase (E.C.2.1.1.115); N-methylheliamine, Coclaurine N-Methyltransferase, TRANSFERASE; HET: SAH, F2Z; 2.847A {Coptis japonica}",PF08003.12,0.6680,0.6353,Methyltransf_9 ; Protein of unknown function (DUF1698),5DM0_A,99.08,"plantazolicin methyltransferase BamL; N-methyltransferase, plantazolicin, desmethylPZN analog, transferase-transferase; HET: SO4, SAH, 5D8; 1.75A {Bacillus amyloliquefaciens subsp. plantarum (strain DSM 23117 / BGSC 10A6 / FZB42)}"
WP_010938777.1,DVU_RS06980,DVU1484,hypothetical,3F1I_H,0.4892,0.5298,"Hepatocyte growth factor-regulated tyrosine kinase; HGS, STAM, ESCRT, ubiquitin, MVB; 2.3A {Homo sapiens}",PF12210.9,0.4324,0.4700,Hrs_helical ; Hepatocyte growth factor-regulated tyrosine kinase substrate,5KDO_G,10.47,"Guanine nucleotide-binding protein G(i), alpha-1; Heterotrimeric G protein G protein; HET: GDP; 1.9A {Rattus norvegicus}"
WP_014524436.1,DVU_RS06985,DVU1485,hypothetical,6OV6_A,0.5724,0.4617,"C24 PROTEIN; FIBER, VIRAL ORIGIN, UNKNOWN FUNCTION; 1.82A {Bizionia argentinensis JUB59}",PF14719.7,0.3158,0.3352,PID_2 ; Phosphotyrosine interaction domain (PTB/PID),6OV6_A,99.12,"C24 PROTEIN; FIBER, VIRAL ORIGIN, UNKNOWN FUNCTION; 1.82A {Bizionia argentinensis JUB59}"
WP_010938780.1,DVU_RS06995,DVU1487,hypothetical,4FDY_B,0.7560,0.3607,"Similar to lipoprotein, NLP/P60 family; Slt/lysozyme-like muramidase, NlpC/P60 LD endopeptidase; HET: MSE, OCS; 2.23A {Staphylococcus aureus subsp. aureus}",PF05382.14,0.7415,0.7286,Amidase_5 ; Bacteriophage peptidoglycan hydrolase,3H41_A,99.70,"NLP/P60 family protein, Water; NLPC/P60 FAMILY PROTEIN, STRUCTURAL GENOMICS; HET: PG4, DGL; 1.79A {Bacillus cereus ATCC 10987}"
WP_010938782.1,DVU_RS07005,DVU1489,hypothetical,6TEH_A,0.7985,0.4756,"Hub protein Rcc01696, Distal tail; ""baseplate"", ""tail"", ""oligosaccharide-binding fold"", ""hub""; 3.99A {Rhodobacter capsulatus}",PF09343.11,0.8131,0.4930,DUF2460 ; Conserved hypothetical protein 2217 (DUF2460),6TEB_C,98.33,"Tail tube protein Rcc01691, Distal; ""distal tail protein"", ""tail tube""; 4.14A {Rhodobacter capsulatus DE442}"
WP_010938785.1,DVU_RS07025,DVU1493,hypothetical,2OB9_A,0.6415,0.6307,"Tail assembly chaperone; Bacteriophage HK97, morphogenesis, tail assembly; 2.3A {Enterobacteria phage HK97}",PF08890.12,0.6282,0.6114,"Phage_TAC_5 ; Phage XkdN-like tail assembly chaperone protein, TAC",5DMB_D,41.45,"Flagellar assembly factor FliW, Carbon; Translation, flagellum, assembly factor; 2.301A {Geobacillus thermodenitrificans}"
WP_010938786.1,DVU_RS07030,DVU1494,hypothetical,5NGJ_B,0.6127,0.5124,"Tail tube protein; bacteriophage, viral protein, tube protein; 2.2A {Escherichia phage T5}",PF18906.1,0.5887,0.7402,Phage_tube_2 ; Phage tail tube protein,5NGJ_A,99.23,"Tail tube protein; bacteriophage, viral protein, tube protein; 2.2A {Escherichia phage T5}"
WP_010938791.1,DVU_RS07055,DVU1499,hypothetical,6OLE_S,0.3811,0.2491,"ribosome/tRNA; selective stalling, drug-like molecule, human; HET: 4AC, 5MU, A2M, E3C, M7A, B8N, OMU, MG, B8Q, OMG, OMC, 6MZ, UR3, PSU, 5MC, MVM, MA6; 3.1A {Homo sapiens}",PF10769.10,0.4060,0.4525,DUF2594 ; Protein of unknown function (DUF2594),4WPY_A,28.73,"DL-Rv1738; hypoxic response, DE NOVO PROTEIN; HET: GOL; 1.5A {N/A}"
WP_010938798.1,DVU_RS07090,DVU1506,hypothetical,2LD3_A,0.6959,0.6636,"Myosin VI; molecular motor, myosin VI, lever; NMR {Mus musculus}",PF07439.12,0.6912,0.5462,DUF1515 ; Protein of unknown function (DUF1515),3CI9_A,90.29,"Heat shock factor-binding protein 1; triple helix, Nucleus, TRANSCRIPTION; 1.8A {Homo sapiens}"
WP_010938799.1,DVU_RS07095,DVU1507,hypothetical,1L0M_A,0.4778,0.3264,"bacteriorhodopsin; Bacteriorhodopsin, alternative method for structure; NMR {N/A} SCOP: f.13.1.1",PF11351.9,0.6107,0.6292,"GTA_holin_3TM ; Holin of 3TMs, for gene-transfer release",3BBZ_A,51.42,"P protein; molten globule, VIRAL PROTEIN, REPLICATION; HET: FMT; 2.1A {Mumps virus}"
WP_010938800.1,DVU_RS07100,DVU1508,hypothetical,2ZBK_B,0.4215,0.1473,"Type II DNA topoisomerase VI; DNA topoisomerase, DNA binding protein; HET: RDC; 3.56A {Sulfolobus shibatae}",PF09674.11,0.3962,0.2926,DUF2400 ; Protein of unknown function (DUF2400),2O8K_A,35.82,"RNA POLYMERASE SIGMA FACTOR RPON/DNA; PROTEIN-DNA COMPLEX, HELIX-TURN-HELIX, TRANSCRIPTION FACTOR; NMR {Aquifex aeolicus}"
WP_010938802.1,DVU_RS07110,DVU1510,hypothetical,6O60_A,0.6261,0.3413,"Protein prenyltransferase alpha subunit repeat-containing; F-box, Leucine-rich repeat, GGTase subunits; 2.503A {Homo sapiens}",PF17139.5,0.5665,0.4348,DUF5112 ; Domain of unknown function (DUF5112),4CGV_D,98.99,"RNA POLYMERASE II-ASSOCIATED PROTEIN 3; CHAPERONE, R2TP, TAH1, PIH1; 2.54A {HOMO SAPIENS}"
WP_010938804.1,DVU_RS07115,DVU1512,hypothetical,3V9R_A,0.3509,0.3455,"Uncharacterized protein YOL086W-A, Uncharacterized protein; MHF1, MHF2, histone fold, Fanconi; 2.4A {Saccharomyces cerevisiae}",PF00651.32,0.3294,0.3009,BTB ; BTB/POZ domain,6VW9_A,30.88,"K+/Cl-Cotransporter; Cation-chloride-cotransporter, Slc transporter, cytosolic domain; HET: P33, GOL; 1.8A {Caenorhabditis elegans}"
WP_010938805.1,DVU_RS07120,DVU1513,hypothetical,1T0F_B,0.5653,0.3664,"Transposon Tn7 transposition protein tnsA; protein-protein complex, mixed alpha-beta, DNA; HET: MPD, MLA; 1.85A {Escherichia coli} SCOP: a.4.5.27, c.52.1.16",PF06356.12,0.5590,0.7545,DUF1064 ; Protein of unknown function (DUF1064),1M0D_C,99.01,"endodeoxyribonuclease I (E.C.3.1.21.2); Holliday junction resolvase, Homodimer, Domain; HET: SO4; 1.9A {Enterobacteria phage T7} SCOP: c.52.1.17"
WP_014524431.1,DVU_RS07125,NULL,hypothetical,1NO1_A,0.5805,0.6127,replisome organizer; helical bipartite natively; HET: MSE; 2.4A {Bacillus phage SPP1} SCOP: a.179.1.1,PF06992.12,0.6597,0.5628,Phage_lambda_P ; Replication protein P,1NO1_C,99.27,replisome organizer; helical  bipartite  natively; HET: MSE; 2.4A {Bacillus phage SPP1} SCOP: a.179.1.1
WP_041722649.1,DVU_RS07130,NULL,hypothetical,1Y71_B,0.4128,0.2505,"Kinase-associated protein B; structural genomics, kinase-associated protein B; 1.95A {Bacillus cereus} SCOP: b.34.16.1",PF12967.8,0.3882,0.2031,DUF3855 ; Domain of Unknown Function with PDB structure (DUF3855),2N8H_A,60.18,"conotoxin-muOxi-GVIIJ; inhibitor cysteine knot, Toxin; HET: HYP; NMR {N/A}"
WP_014524429.1,DVU_RS07140,DVU1516,hypothetical,2RJZ_A,0.6305,0.5293,"PilO protein; STRUCTURAL GENOMICS, UNKNOWN FUNCTION, PSI-2; HET: SO4; 2.2A {Pseudomonas aeruginosa}",PF04612.13,0.6260,0.5167,"T2SSM ; Type II secretion system (T2SS), protein M",2IJQ_B,13.29,"PROTEIN; structural genomics, hypothetical protein, PSI; 1.88A {Haloarcula marismortui}"
WP_010938812.1,DVU_RS07160,DVU1520,hypothetical,6VKL_H,0.4997,0.2743,"Exocyst complex component SEC3, Exocyst; EXOCYST, COILED-COIL, EXOCYTOSIS; 4.4A {Saccharomyces cerevisiae (strain ATCC 204508 / S288c)}",PF05482.13,0.4635,0.3393,Serendipity_A ; Serendipity locus alpha protein (SRY-A),6XY1_C,46.28,"4-KE-4; coiled coil, tetramer, parallel, de; HET: ACE; 1.5A {N/A}"
WP_014524426.1,DVU_RS07165,DVU1522,hypothetical,6NR9_2,0.6133,0.5951,"T-complex protein 1 subunit alpha; TRiC/CCT, PFD, CryoEM, Molecular Chaperone; 8.5A {Homo sapiens}",PF01920.21,0.5417,0.5330,Prefoldin_2 ; Prefoldin subunit,5JHI_A,14.83,W35; DE NOVO PROTEIN; NMR {synthetic construct}
WP_010938815.1,DVU_RS07170,DVU1523,hypothetical,3LMM_D,0.4229,0.2966,"Uncharacterized protein; multi-domained alpha-beta protein, Structural Genomics; 3.0A {Corynebacterium diphtheriae}",PF02092.18,0.4028,0.2977,tRNA_synt_2f ; Glycyl-tRNA synthetase beta subunit,6M9K_D,54.08,"Exonuclease (E.C.3.1.11.3), Recombination protein bet; protein-protein complex, HYDROLASE; HET: SO4; 2.3A {Escherichia phage lambda}"
WP_010938817.1,DVU_RS07180,DVU1525,hypothetical,1W7P_D,0.4990,0.3437,"VPS22, YPL002C, VPS25, YJR102C, VPS36P; ESCRT-II COMPLEX, ENDOSOMAL PROTEIN SORTING; 3.6A {SACCHAROMYCES CEREVISIAE} SCOP: a.4.5.54",PF17643.2,0.4345,0.2390,"TssR ; Type VI secretion system, TssR",2JNE_A,98.42,"Hypothetical protein yfgJ; C4, C3H, C7H, zinc fingers; HET: ZN; NMR {Escherichia coli} SCOP: g.41.18.1"
WP_010938818.1,DVU_RS07185,DVU1526,hypothetical,2YUN_A,0.3135,0.3013,"Nostrin; Nitric oxide synthase trafficker, Structural; NMR {Homo sapiens}",PF00564.25,0.3313,0.3194,PB1 ; PB1 domain,1B35_D,9.35,"PROTEIN (CRICKET PARALYSIS VIRUS, STRAIN; INSECT PICORNA-LIKE VIRUS, Icosahedral virus; 2.4A {Cricket paralysis virus} SCOP: b.121.4.1"
WP_010938830.1,DVU_RS07250,DVU1538,hypothetical,2P03_A,0.4588,0.3010,"Alpha-2-macroglobulin receptor-associated protein; receptor-associated protein, RAP, CELL ADHESION; NMR {Homo sapiens}",PF06401.12,0.4970,0.4345,"Alpha-2-MRAP_C ; Alpha-2-macroglobulin RAP, C-terminal domain",6CO6_B,20.62,"Probable CoA-transferase alpha subunit, Probable; Cholesterol, Ring cleaving, virulence factor; HET: SO4, GOL; 1.701A {Rhodococcus jostii}"
WP_010938833.1,DVU_RS07265,DVU1541,hypothetical,6NOY_A,0.4843,0.4250,"Cobyrinic acid ac-diamide synthase, McdB; McdB, McdA, carboxysome, BMC, ParB-like; HET: MSE; 3.46A {Cyanothece}",PF09959.10,0.4863,0.1884,DUF2193 ; Uncharacterized protein conserved in archaea (DUF2193),6MZM_X,48.83,"TAF1, Transcription initiation factor TFIID; Transcription, DNA, Nuclear, transcription-dna complex;{Homo sapiens}"
WP_010938834.1,DVU_RS07270,DVU1542,hypothetical,3UUL_A,0.4107,0.3369,"utrophin; spectrin repeat, structural protein, utrophin; 1.95A {Rattus norvegicus}",PF15786.6,0.3945,0.4092,"PET117 ; PET assembly of cytochrome c oxidase, mitochondrial",6G5I_z,59.26,"40S ribosomal protein SA, 40S; 40S, pre-40S, ribosome biogenesis, RIBOSOME; 3.5A {Homo sapiens}"
WP_014524421.1,DVU_RS07285,DVU1545,DVU1545 family biofilm structural adhesin,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
WP_010938847.1,DVU_RS07330,DVU1555,C-GCAxxG-C-C family protein,1H21_D,0.7704,0.4969,"SPLIT-SORET CYTOCHROME C; CYTOCHROME, DIMERIC DI-HEME CYTOCHROME, STACKED; HET: HEC; 2.5A {DESULFOVIBRIO DESULFURICANS} SCOP: a.138.1.3",PF09719.11,0.7067,0.8178,C_GCAxxG_C_C ; Putative redox-active protein (C_GCAxxG_C_C),1H21_D,99.87,"SPLIT-SORET CYTOCHROME C; CYTOCHROME, DIMERIC DI-HEME CYTOCHROME, STACKED; HET: HEC; 2.5A {DESULFOVIBRIO DESULFURICANS} SCOP: a.138.1.3"
WP_010938850.1,DVU_RS07345,DVU1558,4Fe-4S dicluster domain-containing protein,1H7X_B,0.5463,0.4463,"DIHYDROPYRIMIDINE DEHYDROGENASE (E.C.1.3.1.2); ELECTRON TRANSFER, FLAVIN, IRON-SULFUR CLUSTERS; HET: FAD, SF4, NDP, URF, FMN; 2.01A {SUS SCROFA} SCOP: c.4.1.1, c.1.4.1, a.1.2.2, d.58.1.5, c.3.1.1",PF17825.2,0.3943,0.2691,DUF5587 ; Family of unknown function (DUF5587),2VDC_H,99.94,"GLUTAMATE SYNTHASE [NADPH] LARGE CHAIN; OXIDOREDUCTASE, AMIDOTRANSFERASE, AMMONIA ASSIMILATION, NADP; HET: FAD, F3S, SF4, FMN, OMT, AKG; 9.5A {AZOSPIRILLUM BRASILENSE}"
WP_010938858.1,DVU_RS07405,DVU1567,hypothetical,1QXF_A,0.6997,0.7321,"30S RIBOSOMAL PROTEIN S27E; STRUCTURAL GENOMICS, BETA SHEET, PSI; NMR {Archaeoglobus fulgidus} SCOP: g.41.8.4",PF05129.14,0.5731,0.5306,Elf1 ; Transcription elongation factor Elf1 like,2JNY_A,98.44,"Uncharacterized BCR; cgr1, NESG, Structural Genomics, PSI-2; NMR {Corynebacterium glutamicum} SCOP: b.171.1.1"
WP_014524412.1,DVU_RS07465,NULL,hypothetical,5LYE_A,0.5430,0.1191,"Gp12; STRUCTURAL PROTEIN, GENE PRODUCT 12; 1.9A {Enterobacteria phage T2}",PF07484.13,0.4865,0.4558,Collar ; Phage Tail Collar Domain,2L2O_A,33.30,"UPF0727 protein C6orf115; HSPC280, C6ORF115, winged helix, UNKNOWN; NMR {Homo sapiens}"
WP_010938872.1,DVU_RS07485,DVU1581,hypothetical,2NCA_A,0.5652,0.5302,"Hsp90 co-chaperone Cdc37; chaperone, cochaperone; NMR {Homo sapiens}",PF02403.23,0.5854,0.6131,Seryl_tRNA_N ; Seryl-tRNA synthetase N-terminal domain,5J0K_A,74.04,"designed protein 2L4HC2_23; rosetta, de novo design, DE; 1.54A {synthetic construct}"
WP_010938873.1,DVU_RS07490,DVU1582,hypothetical,4Z48_B,0.6970,0.7814,"DUF1329 family protein; Structural Genomics, Joint Center for; HET: MSE, 1PE; 1.75A {Desulfovibrio piger ATCC 29098}",PF14125.7,0.6829,0.8652,DUF4292 ; Domain of unknown function (DUF4292),3WJT_A,99.71,"Outer-membrane lipoprotein LolB; LolA/B Fold, Outer membrane, TRANSPORT; HET: SO4; 1.55A {Escherichia coli}"
WP_011792331.1,DVU_RS07595,DVU1604,hypothetical,4HYN_B,0.4504,0.3940,"CheC, inhibitor of MCP methylation; CheC like domain, Phosphatase, SIGNALING; HET: MSE; 2.5A {Thermotoga maritima}",PF16240.6,0.4538,0.3248,DUF4899 ; Domain of unknown function (DUF4899),3A9F_A,59.63,"Cytochrome c; alpha helix, cytochrome, mono heme; HET: HEC, PGE, PG4, P33; 1.3A {Chlorobaculum tepidum}"
WP_010938898.1,DVU_RS07610,DVU1607,hypothetical,4FIX_A,0.8186,0.3328,"UDP-galactofuranosyl transferase GlfT2 (E.C.2.4.1.-); Galactofuranosyltransferase, CAZY GT-2 family, Glycosyltransferase; HET: GOL; 2.45A {Mycobacterium tuberculosis}",PF10111.10,0.7909,0.6941,Glyco_tranf_2_2 ; Glycosyltransferase like family 2,5HEA_B,99.88,"Putative glycosyltransferase (GalT1); Glycosyltransferase, helix binding domain, TRANSFERASE; 2.003A {Streptococcus parasanguinis FW213}"
WP_010938911.1,DVU_RS07670,DVU1620,hypothetical,6PLN_B,0.6005,0.2979,"Transcription factor E; TFE, general transcription factor, TRANSCRIPTION; 2.6A {Pyrococcus furiosus}",PF08996.11,0.5504,0.2821,zf-DNA_Pol ; DNA Polymerase alpha zinc finger,6GMH_L,97.55,"RPB1, DNA-directed RNA polymerase subunit; DNA, RNA Polymerase, DSIF, PAF1c; HET: SEP, TPO; 3.1A {Sus scrofa}"
WP_010938912.1,DVU_RS07675,DVU1621,hypothetical,2KL4_A,0.6565,0.7512,"BH2032 protein; NB7804A, BACILLUS HALODURANS, Structural Genomics; NMR {Bacillus halodurans}",PF18899.1,0.5807,0.7188,DUF5655 ; Domain of unknown function (DUF5655),4OK9_A,78.54,"Hut operon positive regulatory protein; Antitermination, Single stranded RNA binding; HET: HIS; 1.91A {Geobacillus thermodenitrificans}"
WP_011792318.1,DVU_RS07680,NULL,hypothetical,2WJY_A,0.4859,0.1338,"REGULATOR OF NONSENSE TRANSCRIPTS 1; NONSENSE MEDIATED DECAY, ZINC-FINGER, ATP-BINDING; HET: SO4; 2.5A {HOMO SAPIENS}",PF02876.18,0.4446,0.5774,"Stap_Strp_tox_C ; Staphylococcal/Streptococcal toxin, beta-grasp domain",6JIE_A,69.03,YaeO; Rho specific Inhibitor of Transcription; 1.75A {Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)}
WP_011792315.1,DVU_RS07710,DVU4008,hypothetical,4UU4_A,0.7194,0.7967,"PERIPLASMIC LIPOPOLYSACCHARIDE TRANSPORT PROTEIN LPTH; TRANSPORT PROTEIN, LPTH, LPTA, LPS; 2.751A {PSEUDOMONAS AERUGINOSA}",PF06835.14,0.5927,0.6710,"LptC ; Lipopolysaccharide-assembly, LptC-related",4UU4_A,99.72,"PERIPLASMIC LIPOPOLYSACCHARIDE TRANSPORT PROTEIN LPTH; TRANSPORT PROTEIN, LPTH, LPTA, LPS; 2.751A {PSEUDOMONAS AERUGINOSA}"
WP_011792312.1,DVU_RS07750,DVU1634,PTS sugar transporter subunit IIC,6K1H_B,0.8880,0.7423,"PTS system mannose-specific EIID component; PTS, ManYZ, transporter, Mannose, PROTEIN; HET: MAN;{Escherichia coli str. K-12 substr. MG1655}",PF03609.15,0.8937,0.8755,EII-Sor ; PTS system sorbose-specific iic component,6K1H_E,100.00,"PTS system mannose-specific EIID component; PTS, ManYZ, transporter, Mannose, PROTEIN; HET: MAN; 3.52A {Escherichia coli (strain K12)}"
WP_010940650.1,DVU_RS07770,DVU4000,hypothetical,1IRQ_B,0.5529,0.6070,"omega transcriptional repressor; transcriptional repressor, ribbon-helix-helix, GENE REGULATION; 1.5A {Streptococcus pyogenes} SCOP: a.43.1.4",PF12441.9,0.6799,0.7060,CopG_antitoxin ; CopG antitoxin of type II toxin-antitoxin system,6SBW_A,98.28,"CdbA; nucleoid ribbon-helix-helix, DNA BINDING PROTEIN; 2.24A {Myxococcus xanthus DK 1622}"
WP_010938946.1,DVU_RS07875,DVU1657,hypothetical,1MMO_D,0.4331,0.1227,METHANE MONOOXYGENASE HYDROLASE (E.C.1.14.13.25) (METHANE; OXIDOREDUCTASE (MONOOXYGENASE); 2.2A {Methylococcus capsulatus} SCOP: a.25.1.2,PF01246.21,0.4100,0.5636,Ribosomal_L24e ; Ribosomal protein L24e,2FQH_A,98.46,"Hypothetical protein TA0938 from Termoplasma; structural genomics, zn-binding,, Ontario Centre; NMR {Thermoplasma acidophilum}"
WP_010938950.1,DVU_RS07895,DVU1661,hypothetical,2DA5_A,0.6347,0.5701,"Zinc fingers and homeoboxes protein; homeobox domain, three helices with; NMR {Homo sapiens}",PF03292.15,0.6233,0.0889,Pox_P4B ; Poxvirus P4B major core protein,6UKA_B,85.23,"Rho-related GTP-binding protein RhoG, Engulfment; RHOG, ELMO, RBD, complex, CELL; HET: GNP; 2.4A {Homo sapiens}"
WP_010938964.1,DVU_RS16700,DVU1675,hypothetical,4L58_A,0.6134,0.5266,"Histone-lysine N-methyltransferase MLL5 (E.C.2.1.1.43), histone3; TRANSFERASE; 1.48A {Homo sapiens}",PF11520.9,0.6481,0.6173,Cren7 ; Chromatin protein Cren7,3WWN_B,90.95,"Putative acetylglutamate kinase-like protein, OrfF; Zinc finger, Amino acid kinase; 1.85A {Thermus thermophilus HB27}"
WP_010938972.1,DVU_RS08005,DVU1683,hypothetical,3BJC_A,0.5176,0.3823,"cGMP-specific 3',5'-cyclic phosphodiesterase (E.C.3.1.4.35); PDE5, erectile dysfunction, inhibitor design; HET: WAN; 2.0A {Homo sapiens} SCOP: a.211.1.2",PF19042.1,0.4262,0.2682,CBP110 ; Nuclear cap binding complex subunit CBP110,5WUJ_A,6.82,"Flagellar M-ring protein, Flagellar motor; flagellar motor, MS-ring, C-ring, MOTOR; 2.3A {Helicobacter pylori 26695}"
WP_010938981.1,DVU_RS08040,DVU1692,hypothetical,2RRL_A,0.5396,0.4473,"Flagellar hook-length control protein; FliK, FlhB, bacterial flagella motor; NMR {Salmonella typhimurium}",PF10896.9,0.5122,0.4872,DUF2714 ; Protein of unknown function (DUF2714),6SKG_Bo,58.06,"30S ribosomal protein S2, 30S; T. kodakarensis, ac4C deletion, Ribosome; HET: MA6, 5MC, 6MZ, 2MG, A2M, OMC, ZN, 5MU, LV2, OMU, OMG, 4SU; 2.65A {Thermococcus kodakarensis}"
WP_010938985.1,DVU_RS08065,DVU1696,hypothetical,3HNW_A,0.4599,0.4282,"uncharacterized protein; coiled-coil, Structural Genomics, PSI-2, Protein; HET: MSE, GOL; 2.196A {Eubacterium eligens}",PF15186.7,0.4386,0.3992,TEX13 ; Testis-expressed sequence 13 protein family,1B9Y_B,33.03,"PHOSDUCIN/TRANSDUCIN BETA-GAMMA COMPLEX; PHOSDUCIN, TRANSDUCIN, BETA-GAMMA, SIGNAL TRANSDUCTION; 3.0A {Bos taurus} SCOP: a.137.3.1"
